PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Wang, XW; Fang, JX; Zhou, LX; Ye, AJ				Wang, Xiaowei; Fang, Jiaxin; Zhou, Lianxu; Ye, Aijun			Transverse seismic failure mechanism and ductility of reinforced concrete pylon for long span cable-stayed bridges: Model test and numerical analysis	ENGINEERING STRUCTURES			English	Article						Quasi-static test; inverted Y-shape reinforced concrete pylon; Cable-stayed bridge; Transverse seismic failure mechanism; Finite element method	OPTIMAL INTENSITY MEASURES; SHAFT-SUPPORTED BRIDGES; SUTONG BRIDGE; DESIGN; SYSTEM; PERFORMANCE; PROTECTION; DAMPERS	Although often designed to behave elastically, seismic damage to reinforced concrete (RC) pylons of cable-stayed bridges have been witnessed in history such as the 1999 Chi-chi earthquake. This paper aims to assess the transverse seismic failure mechanism and ductile properties of typical inverted Y-shape RC pylons for long span cable-stayed bridges using quasi-static model tests and numerical analyses. To facilitate the limited laboratorial loading system, a simplified displacement-controlled two-node load-pattern, one at the bifurcation-node and the other at the crossbeam, is first proposed using numerical analyses. It is found the ratio of displacements at the two loading nodes is correlated generally well with the ground motion parameter, bracketed duration. A displacement ratio of 5.0 is then adopted in the test. Test results indicate a flexural damage mode with considerable ductility: plastic hinges were detected first at bottom of the upper column (i.e., above the crossbeam), then at bottom and top of the lower column, successively; multi-level displacement ductility factors are proposed to associate with numbers of plastic hinges formed in the pylon. Moreover, an experimentally validated numerical model is adopted to study the impact of loading displacement ratios on the failure mechanism and ductility. It is found that the loading displacement ratios may significantly affect them. Smaller displacement ratios tend to transfer the location of first plastic hinge from the bottom of the upper column to that of the lower column.	[Wang, Xiaowei; Fang, Jiaxin; Zhou, Lianxu; Ye, Aijun] Tongji Univ, State Key Lab Disaster Reduct Civil Engn, Shanghai 200092, Peoples R China; [Wang, Xiaowei] Hohai Univ, Coll Civil & Transportat Engn, Nanjing 210024, Jiangsu, Peoples R China	Ye, AJ (reprint author), Tongji Univ, State Key Lab Disaster Reduct Civil Engn, Shanghai 200092, Peoples R China.	x.wang@hhu.edu.cn; yeaijun@tongji.edu.cn	; Wang, Xiaowei/Q-3657-2016	Zhou, Lianxu/0000-0003-4118-7003; Wang, Xiaowei/0000-0002-4168-4328	Ministry of Science and Technology of ChinaMinistry of Science and Technology, China [2013CB036302]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51778469]; China Postdoctoral Science FoundationChina Postdoctoral Science Foundation [2018M640448]	This study is supported by the Ministry of Science and Technology of China (Grant No. 2013CB036302), National Natural Science Foundation of China (Grant No. 51778469) and China Postdoctoral Science Foundation (Grant No. 2018M640448). Special thanks to Mr. Guang Chen and Dr. Xing Shen who provided great assistances to the test.	9	9	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0141-0296	1873-7323		ENG STRUCT	Eng. Struct.	JUN 15	2019	189						206	221		10.1016/j.engstruct.2019.03.045			16	Engineering, Civil	Engineering	HW6UW	WOS:000466827100017					2019-11-15	
J	Segundo, IR; Landi, S; Oliveira, S; Freitas, E; Costa, MF; Carneiro, J				Rocha Segundo, I.; Landi, S., Jr.; Oliveira, S.; Freitas, E.; Costa, M. F.; Carneiro, J.			Photocatalytic asphalt mixtures: semiconductors' impact in skid resistance and texture	ROAD MATERIALS AND PAVEMENT DESIGN			English	Article						photocatalytic asphalt mixtures; macrotexture; microtexture; skid resistance; optical non-contact rugometric characterisation	TIO2; OXIDATION	Photocatalytic asphalt mixtures have the capability of mitigating air quality problems and degrade oils/greases by using semiconductors. The techniques to do so can change their functional characteristics. This study aimed to analyse the functionalization effect on the essential surface characteristics, such as macrotexture, skid resistance, and microtexture. AC 14 and AC 6 mixtures were functionalised with nano-TiO2 and micro-ZnO by spraying and bulk incorporation. Mean Profile Depth, British Pendulum and microtexture amplitude parameters were evaluated. TiO2 application seemed to smooth the surface slightly. In dry condition, the skid resistance of functionalised asphalt and control mixtures was similar. In wet condition, the functionalization caused a maximum decrease of 7% in skid resistance. The amplitude parameters were not affected by any functionalization technique except the skewness of AC 14 with 6% TiO2 by bulk incorporation. Furthermore, the application of the semiconductors can be used without high impacts in texture and skid resistance.	[Rocha Segundo, I.; Oliveira, S.; Freitas, E.] Univ Minho, Civil Engn Dept, Azurem Campus, Guimaraes, Portugal; [Landi, S., Jr.; Costa, M. F.; Carneiro, J.] Univ Minho, Ctr Phys, Azurem Campus, Guimaraes, Portugal; [Landi, S., Jr.] Fed Inst Goiano, Rio Verde, Go, Brazil	Segundo, IR (reprint author), Univ Minho, Civil Engn Dept, Azurem Campus, Guimaraes, Portugal.	iran_gomes@hotmail.com	; Carneiro, Joaquim/L-2086-2013; Costa, Manuel/B-6164-2009; Freitas, Elisabete/A-6034-2013	Landi Jr., Salmon/0000-0003-1830-7548; Carneiro, Joaquim/0000-0001-9778-5390; Costa, Manuel/0000-0002-1554-8779; Freitas, Elisabete/0000-0001-5132-7407	FCT (Fundacao para a Ciencia e a Tecnologia)Fundacao para a Ciencia e a Tecnologia (FCT) [PTDC/FIS/120412/2010, PEst-OE/ECI/UI4047/2014]; FCTFundacao para a Ciencia e a Tecnologia (FCT) [SFRH/BD/137421/2018]	This work was partially financed by FCT (Fundacao para a Ciencia e a Tecnologia) under the project [PTDC/FIS/120412/2010]: "Nanobased concepts for Innovative & Eco-sustainable constructive material's surfaces" and project [PEst-OE/ECI/UI4047/2014]. Also, the first author would like to acknowledge FCT for the PhD scholarship [SFRH/BD/137421/2018].	3	3	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	1468-0629	2164-7402		ROAD MATER PAVEMENT	Road Mater. Pavement Des.	JUL 31	2019	20			2			S578	S589		10.1080/14680629.2019.1624398		JUN 2019	12	Construction & Building Technology; Engineering, Civil; Materials Science, Multidisciplinary	Construction & Building Technology; Engineering; Materials Science	IZ3OC	WOS:000472271000001					2019-11-15	
J	Chen, CT; Gu, GX				Chen, Chun-Teh; Gu, Grace X.			Machine learning for composite materials	MRS COMMUNICATIONS			English	Article							MULTIPLE LINEAR-REGRESSION; ARTIFICIAL NEURAL-NETWORK; HIGH-CONTRAST COMPOSITES; COMPRESSIVE STRENGTH; MECHANICAL-PROPERTIES; DESIGN; OPTIMIZATION; MICROSTRUCTURE; SIMULATION; PREDICTION	Machine learning (ML) has been perceived as a promising tool for the design and discovery of novel materials for a broad range of applications. In this prospective paper, we summarize recent progress in the applications of ML to composite materials modeling and design. An overview of how different types of ML algorithms can be applied to accelerate composite research is presented. This framework is envisioned to revolutionize approaches to design and optimize composites for the next generation of materials with unprecedented properties.	[Chen, Chun-Teh] Univ Calif Berkeley, Dept Mat Sci & Engn, Berkeley, CA 94720 USA; [Gu, Grace X.] Univ Calif Berkeley, Dept Mech Engn, Berkeley, CA 94720 USA	Gu, GX (reprint author), Univ Calif Berkeley, Dept Mech Engn, Berkeley, CA 94720 USA.	ggu@berkeley.edu					12	12	CAMBRIDGE UNIV PRESS	NEW YORK	32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA	2159-6859	2159-6867		MRS COMMUN	MRS Commun.	JUN	2019	9	2					556	566		10.1557/mrc.2019.32			11	Materials Science, Multidisciplinary	Materials Science	IM0FM	WOS:000477661800013		Bronze			2019-11-15	
J	Petrounias, P; Giannakopoulou, PP; Rogkala, A; Lampropoulou, P; Tsikouras, B; Rigopoulos, I; Hatzipanagiotou, K				Petrounias, Petros; Giannakopoulou, Panagiota P.; Rogkala, Aikaterini; Lampropoulou, Paraskevi; Tsikouras, Basilios; Rigopoulos, Ioannis; Hatzipanagiotou, Konstantin			Petrographic and Mechanical Characteristics of Concrete Produced by Different Type of Recycled Materials	GEOSCIENCES			English	Article						petrographic characteristics; recycled materials; concrete petrography; quartz primer	CRT FUNNEL GLASS; WASTE GLASS; GREEN CONCRETE; BLOCKS; AGGREGATE; CEMENT; ASH; DURABILITY; COMPOSITES	This paper examined three different types of recycled materials, such as beer green glass, waste tile, and asphalt, which will be used in different mixtures in order to prepare concrete specimens and, more specifically, their effect on concrete strength and how the petrographic characteristics of various recycled materials influenced the durability of C25/30 strength class concrete. Particular emphasis was placed on the effect of artificial microroughness of glassy and smooth surfaces of recycled materials on their final concrete strength. The concrete strength values do not show great variance, but their limited differences have been qualitatively interpreted by a new promising petrographic methodology, including the study of the surface texture of the used aggregate materials. Concretes are produced with constant volume proportions, workability, mixing, and curing conditions while using different sizes of each aggregate type. The aggregates were mixed both in dry and water saturated states in concretes. Concretes that are made by a mixture of beer green glass with quartz primer, as well as of tile with quartz primer, presented the optimum possible results of the compressive strength.	[Petrounias, Petros; Giannakopoulou, Panagiota P.; Rogkala, Aikaterini; Lampropoulou, Paraskevi; Hatzipanagiotou, Konstantin] Univ Patras, Sect Earth Mat, Dept Geol, Patras 26504, Greece; [Tsikouras, Basilios] Univ Brunei Darussalam, Phys & Geol Sci, Fac Sci, Jalan Tungku Link, BE-1410 Gadong, Bandar Seri Beg, Brunei; [Rigopoulos, Ioannis] Univ Cyprus, Dept Civil & Environm Engn, CY-1678 Nicosia, Cyprus	Petrounias, P (reprint author), Univ Patras, Sect Earth Mat, Dept Geol, Patras 26504, Greece.	Geo.plan@outlook.com; peny_giannakopoulou@windowslive.com; krogkala@upatras.gr; p.lampropoulou@upatras.gr; basilios.tsikouras@ubd.edu.bn; rigopoulos.ioannis@ucy.ac.cy; k.hatzipanagiotou@upatras.gr	Tsikouras, Basilios/H-3889-2019	Tsikouras, Basilios/0000-0003-1949-8673; Petrounias, Petros/0000-0002-9725-3973; Rigopoulos, Ioannis/0000-0003-4869-4219; ROGKALA, AIKATERINI/0000-0002-0981-7629; Giannakopoulou, Panagiota P./0000-0001-8923-4193			0	0	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	2076-3263			GEOSCIENCES	Geosciences	JUN	2019	9	6							UNSP 264	10.3390/geosciences9060264			15	Geosciences, Multidisciplinary	Geology	IG4CV	WOS:000473752600021		DOAJ Gold			2019-11-15	
J	Li, N; Cao, MC; Du, HB; He, CF; Wu, B				Li, Nan; Cao, Mingchen; Du, Hangben; He, Cunfu; Wu, Bin			Detection of Single Steel Strand Distribution in Grouting Duct Based on Capacitive Sensing Technique	SENSORS			English	Article						grouting duct; capacitive sensor; cross section distribution detecting; measurement	CORROSION DETECTION; SENSOR; SURFACE; VOIDS	Grouting ducts (containing steel strands) are widely used to increase the structural strengths of infrastructures. The determination of the steel strand's integrity inside of ducts and the grouting quality are important for a strength evaluation of the structure. In this study, a capacitive sensing technique was applied to identify the cross-sectional distribution of the steel strands. The distribution was expressed in polar coordinates in an external post-tensioned pre-stressed duct model. An improved capacitive sensor structure was designed, which consisted of four electrodes, and different electrode-pairs were used to determine various locations' information of the steel strands. Two rounds of measurements were conducted using the designed sensor to detect the angle () and center distance (r) of the steel strand in the duct. The simulated and experimental results are presented and analyzed. In general, it is difficult to locate the angle of a steel strand directly from first-round capacitance measurements by analyzing the experimental results. Our method based on Q-factor analysis was presented for the position detection of a steel bar in an external post-tensioned pre-stressed duct. The center distance of the steel bar could be identified by second-round capacitance measurements. The processed results verified the effectiveness of the proposed capacitive sensor structure. Thus, the capacitive sensing technique exhibited potential for steel strand cross-section distribution detection in external post-tensioned pre-stressed ducts.	[Li, Nan; Du, Hangben] Northwestern Polytech Univ, Sch Automat, Xian 710071, Shaanxi, Peoples R China; [Cao, Mingchen] Xi An Jiao Tong Univ, State Key Lab Mfg Syst Engn, Xian 710049, Shaanxi, Peoples R China; [He, Cunfu; Wu, Bin] Beijing Univ Technol, NDT&E Res Ctr, Beijing 100124, Peoples R China	Li, N (reprint author), Northwestern Polytech Univ, Sch Automat, Xian 710071, Shaanxi, Peoples R China.	nan.li@hotmail.co.uk; mingchen.cao@stu.xjtu.edu.cn; xiaobendu@mail.nwpu.edu.cn; hecunfu@bjut.edu.cn; wb@bjut.edu.cn		Li, nan/0000-0003-3731-1518	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51875477, 51475013]; Top International University Visiting Program for Outstanding Young scholars of Northwestern Polytechnical University; China Scholarship CouncilChina Scholarship Council [201806295037]	This research was funded by the National Natural Science Foundation of China (No. 51875477, No. 51475013). The research was partly supported by the Top International University Visiting Program for Outstanding Young scholars of Northwestern Polytechnical University. The research works was partly supported by the China Scholarship Council (No. 201806295037)	2	2	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	1424-8220			SENSORS-BASEL	Sensors	JUN 1	2019	19	11							2564	10.3390/s19112564			16	Chemistry, Analytical; Engineering, Electrical & Electronic; Instruments & Instrumentation	Chemistry; Engineering; Instruments & Instrumentation	IE1GF	WOS:000472133300142	31195659	DOAJ Gold, Green Published			2019-11-15	
J	Tang, QF; Huang, L; Pan, ZG				Tang, Qingfeng; Huang, Liu; Pan, Zhigeng			Multiple linear regression model for vascular aging assessment based on radial artery pulse wave	EUROPEAN JOURNAL OF INTEGRATIVE MEDICINE			English	Article						Equal Pressure Pulse Transit Time; Multiple Linear Regression; Vascular aging; Radial artery pulse wave	AORTIC AUGMENTATION INDEX; CARDIOVASCULAR EVENTS; PREDICTION; STIFFNESS; MORTALITY; IMAGES	Introduction: Vascular aging is an independent risk factor for cardiovascular diseases, which has always been a research hotspot. This study aims to establish a Multiple Linear Regression (MLR) model using radial artery pulse wave characteristic parameters to assess vascular aging. Methods: Data from 111 males and 117 females were used to propose a new method for extracting pulse wave characteristic parameters called, Equal Pressure Pulse Transit Time (EP-PTT). Firstly, 10 EP-PTTs were extracted from pulse waves which were used to describe the shape characteristics of the pulse signal. Secondly, 10 EP-PTTs were fed into MLR model, which were used to optimize the model. Lastly, the predicted age of all subjects was calculated by the optimal model. We compared the correlation coefficients of predicted age with Pulse Transit Time (PTT) and Augmentation Index (AIx) with the correlation coefficients of chronological age with PTT and AIx. Results: 9 EP-PTTs were relevant to predicting age in men and all EP-PTTs were age-related in women (P < 0.05). MLR analysis showed that EP-PTT3 and EP-PTT7 were potent predictors of vascular age in men but EP-PTT4 and EP-PTT7 were important predictors in women (P < 0.001). Comparing with the chronological age, the predicted age was closer to PTT (P < 0.001, r = -0.53 to P < 0.001, r = -0.59 in men; P < 0.001, r = -0.57 to P < 0.001, r = -0.65 in women) and AIx (P < 0.001, r = 0.64 to P < 0.001, r = 0.81 in men; P < 0.001, r = 0.51 to P < 0.001, r = 0.56 in women). Conclusions: The predicted age can better reflect vascular aging than chronological age. This proved the validity of the proposed method for assessing vascular aging.	[Tang, Qingfeng; Huang, Liu; Pan, Zhigeng] Hangzhou Normal Univ, Sch Hlth Management, 16 Xuelin St,Xiasha Higher Educ Pk, Hangzhou, Zhejiang, Peoples R China	Pan, ZG (reprint author), Hangzhou Normal Univ, Sch Hlth Management, 16 Xuelin St,Xiasha Higher Educ Pk, Hangzhou, Zhejiang, Peoples R China.	tqf1013@sina.com; 2016012012001@stu.hznu.edu.cn; 443922077@qq.com			Zhejiang Province Key Laboratory of Health Intelligence Kitchen System Integration [2017F04]	This research was supported by Zhejiang Province Key Laboratory of Health Intelligence Kitchen System Integration (No. 2017F04).	1	1	ELSEVIER SCIENCE INC	NEW YORK	STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA	1876-3820	1876-3839		EUR J INTEGR MED	Eur. J. Integr. Med.	JUN	2019	28						92	97		10.1016/j.eujim.2019.05.006			6	Integrative & Complementary Medicine	Integrative & Complementary Medicine	ID7RP	WOS:000471880400013					2019-11-15	
J	Al-Musawi, AA				Al-Musawi, Abeer A.			Determination of shear strength of steel fiber RC beams: application of data-intelligence models	FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING			English	Article						hybrid intelligence model; shear strength; prediction; steel fiber reinforced concrete	CONCRETE DEEP BEAMS; REINFORCED-CONCRETE; STOCHASTIC PREDICTIONS; COMPRESSIVE STRENGTH; NEURAL-NETWORK; BEHAVIOR; NANOCOMPOSITES; FRAMEWORK; TESTS; ANN	Accurate prediction of shear strength of structural engineering components can yield a magnificent information modeling and predesign process. This paper aims to determine the shear strength of steel fiber reinforced concrete beams using the application of data-intelligence models namely hybrid artificial neural network integrated with particle swarm optimization. For the considered data-intelligence models, the input matrix attribute is one of the central element in attaining accurate predictive model. Hence, various input attributes are constructed to model the shear strength as a targeted variable. The modeling is initiated using historical published researches steel fiber reinforced concrete beams information. Seven variables are used as input attribute combination including reinforcement ratio (%), concrete compressive strength (f(c)), fiber factor (F-1), volume percentage of fiber (V-f), fiber length to diameter ratio (l(f) =l(d)) effective depth (d), and shear span-to-strength ratio (a/d), while the shear strength (S-s) is the output of the matrix. The best network structure obtained using the network having ten nodes and one hidden layer. The final results obtained indicated that the hybrid predictive model of ANN-PSO can be used efficiently in the prediction of the shear strength of fiber reinforced concrete beams. In more representable details, the hybrid model attained the values of root mean square error and correlation coefficient 0.567 and 0.82, respectively.	[Al-Musawi, Abeer A.] Univ Baghdad, Projects & Reconstruct Dept, Baghdad, Iraq	Al-Musawi, AA (reprint author), Univ Baghdad, Projects & Reconstruct Dept, Baghdad, Iraq.	abeer.aqeel@uobaghdad.edu.iq		Al-musawi, Abeer/0000-0003-0779-3800			4	4	HIGHER EDUCATION PRESS	BEIJING	CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING 100029, PEOPLES R CHINA	2095-2430	2095-2449		FRONT STRUCT CIV ENG	Front. Struct. Civ. Eng.	JUN	2019	13	3					667	673		10.1007/s11709-018-0504-4			7	Engineering, Civil	Engineering	IC2YC	WOS:000470824900012					2019-11-15	
J	Bazhuni, MF; Kamali, M; Ghahremaninezhad, A				Bazhuni, Marcelo Frota; Kamali, Mahsa; Ghahremaninezhad, Ali			An investigation into the properties of ternary and binary cement pastes containing glass powder	FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING			English	Article						cement paste; glass powder; pozzolanic reaction; supplementary cementitious material	ALKALI-SILICA REACTION; SELF-CONSOLIDATING CONCRETE; BLAST-FURNACE SLAG; FLY-ASH; WASTE GLASS; DRYING SHRINKAGE; FUME; PERFORMANCE; DURABILITY; EXPANSION	The properties of binary and ternary cement pastes containing glass powder (GP) were examined. Hydration at early age was evaluated using semi-adiabatic calorimetry and at late ages using non-evaporable water content and thermogravimetric analysis. The transport characteristic was assessed by measuring electrical resistivity. The binary paste with slag showed the highest hydration activity compared to the binary pastes with GP and fly ash (FA). The results indicated that the pozzolanic behavior of the binary paste with GP was less than that of the binary pastes with slag or FA at late ages. An increase in the electrical resistivity and compressive strength of the binary paste with GP compared to other modified pastes at late ages was observed. It was shown that GP tends to increase the drying shrinkage of the pastes. Ternary pastes containing GP did not exhibit synergistic enhancements compared to the respective binary pastes.	[Bazhuni, Marcelo Frota; Kamali, Mahsa; Ghahremaninezhad, Ali] Univ Miami, Dept Civil Architectural & Environm Engn, Coral Gables, FL 33146 USA	Ghahremaninezhad, A (reprint author), Univ Miami, Dept Civil Architectural & Environm Engn, Coral Gables, FL 33146 USA.	a.ghahremani@miami.edu					1	1	HIGHER EDUCATION PRESS	BEIJING	CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING 100029, PEOPLES R CHINA	2095-2430	2095-2449		FRONT STRUCT CIV ENG	Front. Struct. Civ. Eng.	JUN	2019	13	3					741	750		10.1007/s11709-018-0511-5			10	Engineering, Civil	Engineering	IC2YC	WOS:000470824900018					2019-11-15	
J	Liang, FY; Jia, YJ; Xie, W; Sun, LM; Chen, HB				Liang, Fayun; Jia, Yajie; Xie, Wen; Sun, Limin; Chen, Haibing			Transverse response of pile group foundations supporting a long-span cable-stayed bridge under uniform and nonuniform excitation	SOIL DYNAMICS AND EARTHQUAKE ENGINEERING			English	Article						Shaking table tests; Integral bridge model; Pile group foundation; Transverse response; Uniform and nonuniform excitations	SHAKING TABLE TEST; ASYNCHRONOUS EARTHQUAKE MOTION; SOIL-STRUCTURE INTERACTION; SEISMIC RESPONSE; DYNAMIC-BEHAVIOR; COMPLEX BRIDGES; WAVE-PASSAGE; SYSTEM; MODEL	Multiple shaking table tests on an integral long-span cable-stayed bridge model were carried out to study the transverse response of pile group foundations. An elaborate bridge model was fabricated according to an assumed bridge with a total length of 2672 m and a geometric similarity ratio of 1/70. The superstructure of the bridge model consisted of a bridge girder, cables, two transition piers, four auxiliary piers and two pylons. The substructure of the model consisted of eight groups of piles embedded in synthetic soil. Accelerations, displacements and bending moments of the piles that supported the transition piers, auxiliary piers and pylons, respectively, were analyzed when the bridge was excited uniformly and nonuniformly in the transverse direction. The nonuniform excitation test was implemented by inputting the same motion to different shaking tables at different times. Three types of earthquake waves with different predominant frequencies were applied to the integral bridge model from low to high intensity. The test results indicated that distinct differences arose between the motions at the top of the pile groups supporting different parts of the superstructure despite the integral bridge model being subjected to uniform excitation. The large displacement difference between pile groups may be one of the origins of damage or even collapse of the superstructure. The amplification ratio of acceleration at the top of the pile group supporting the transition piers increased when the bridge model was excited by waves of low predominant frequency with increasing intensity. The transfer functions of accelerations (Fourier spectra of output accelerations over that of shaking table accelerations) at the top of the pile groups supporting the auxiliary piers were bimodal, which is different from the results of shaking table tests simulating the superstructure with a single degree of freedom (SDOF) system, in which only unimodal transfer functions can be obtained. The influence of the wave passage effect on the seismic response of the pile groups is detectable when the bridge model is excited longitudinally, while the influence is undetectable when the bridge model is excited transversely.	[Liang, Fayun; Jia, Yajie; Chen, Haibing] Tongi Univ, Dept Geotech Engn, Shanghai 200092, Peoples R China; [Xie, Wen] Ningbo Univ, Fac Architectural Civil Engn & Environm, Ningbo 315211, Zhejiang, Peoples R China; [Sun, Limin] Tongji Univ, Dept Bridge Engn, Shanghai 200092, Peoples R China	Liang, FY (reprint author), Tongi Univ, Dept Geotech Engn, Shanghai 200092, Peoples R China.; Xie, W (reprint author), Ningbo Univ, Fac Architectural Civil Engn & Environm, Ningbo 315211, Zhejiang, Peoples R China.	fyliang@tongji.edu.cn; happyvsmorehappy@126.com; xwjshs@163.com; lmsun@tongji.edu.cn; 3hbchen@tongji.edu.cn			Major Research Plan of the National Natural Science Foundation of ChinaNational Natural Science Foundation of China [91315301-05]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [41672266]	This work was supported by the Major Research Plan of the National Natural Science Foundation of China (Grant No. 91315301-05, the PI is Prof. Sun Limin), and the National Natural Science Foundation of China (Grant No. 41672266). Financial support from these organizations is gratefully acknowledged. The anonymous reviewers' comments have improved the quality of this paper and are also greatly acknowledged.	15	15	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0267-7261	1879-341X		SOIL DYN EARTHQ ENG	Soil Dyn. Earthq. Eng.	JUN	2019	121						57	74		10.1016/j.soildyn.2019.03.002			18	Engineering, Geological; Geosciences, Multidisciplinary	Engineering; Geology	IA9SO	WOS:000469897300005					2019-11-15	
J	Fuentes, W; Duque, J; Lascarro, C; Gil, M				Fuentes, William; Duque, Jose; Lascarro, Carlos; Gil, Melany			Study of the Bearing Capacity of Closely Spaced Square Foundations on Granular Soils	GEOTECHNICAL AND GEOLOGICAL ENGINEERING			English	Article						Closely spaced footings; Bearing capacity; Finite element simulations; Granular soils	INTERFERING STRIP FOOTINGS	In the present study, the effect of the interaction between two closely spaced square footings is analyzed through finite element simulations. The numerical analyses were performed through the construction of three-dimensional 3D Boundary Value Problems constructed with the software Abaqus Standard. Several values for the foundation embedment and separation between footings were considered. The behavior of the granular soil was simulated through an extended Drucker-Prager constitutive model. The results were used to calibrate an extended bearing capacity equation through a multiple variable regression analysis, and accounts for the effect of the embedment depth and separation between footings. Finally, the proposed relation was compared with some reported values in the literature, including experimental tests and numerical results, and showed a better agreement with the experimental data than other reported studies.	[Fuentes, William; Duque, Jose; Lascarro, Carlos; Gil, Melany] Univ Norte, Barranquilla, Colombia	Fuentes, W (reprint author), Univ Norte, Barranquilla, Colombia.	fuentesw@uninorte.edu.co		Lascarro, Carlos/0000-0002-7041-0107	COLCIENCIAS (Colombia)Departamento Administrativo de Ciencia, Tecnologia e Innovacion Colciencias [1215748-59323, 748-2016]; Bolivar Department (Colombia)	The authors appreciate the financial support given by COLCIENCIAS (Colombia) for the Project with Code 1215748-59323 from the convocation 748-2016, and the one given by the Bolivar Department (Colombia) and administered by CeiBA, through the scholarship "Bolivar wins with science''.	1	1	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0960-3182	1573-1529		GEOTECH GEOL ENG	Geotech. Geol. Eng.	JUN	2019	37	3					1401	1410		10.1007/s10706-018-0694-5			10	Engineering, Geological	Engineering	HU9CX	WOS:000465591800021					2019-11-15	
J	Parsaie, A; Haghiabi, AH; Moradinejad, A				Parsaie, Abbas; Haghiabi, Amir Hamzeh; Moradinejad, Amir			Prediction of Scour Depth below River Pipeline using Support Vector Machine	KSCE JOURNAL OF CIVIL ENGINEERING			English	Article						pipeline protection; scouring depth; effective parameters; river engineering; artificial neural network; ANFIS	DISCHARGE COEFFICIENT; UNCERTAINTY ANALYSIS; SUBMARINE PIPELINES; FLOW; BREAKWATERS; SEDIMENTS; NETWORKS; BENEATH; WAVES	In this paper, the depth of scouring phenomenon below the pipelines across rivers was predicted using Support Vector Machine (SVM). To this end, the related dataset was collected from literature. Performance of SVM was evaluated via calculation of error indices such as coefficient of determination (R-2) and Root Mean Square of Error (RMSE). The accuracy of SVM was compared with artificial neural network (ANN) and Adaptive Neuro fuzzy Inference Systems (ANFIS). To find out the most effective parameters on scouring depth, a sensitivity analysis was conducted on ANN, ANFIS, and SVM. During the development of SVM, it was found that this model with R-2= 0.94 and RMSE = 0.103 in testing stage has a suitable performance for predicting the scouring depth below the river pipeline. Assessing kernel functions showed that radial basis function has the best outcomes. Comparing the accuracy of SVM with ANN and SVM showed that the accuracy of SVM is a bit better than ANN with R-2 = 0.89 and RMSE = 0.12 and ANFIS with R-2 = 0.92 and RMSE = 0.13. Sensitivity analysis showed that e/D, * and Fr are the most effective parameters for predicting the scouring depth below the pipeline.	[Parsaie, Abbas; Haghiabi, Amir Hamzeh; Moradinejad, Amir] Lorestan Univ, Dept Water Engn, Khorramabad, Iran	Haghiabi, AH (reprint author), Lorestan Univ, Dept Water Engn, Khorramabad, Iran.	Abbas_parsaie@yahoo.com; haghiabi.a@lu.ac.ir; amirmohamad097@yahoo.com	Haghiabi, Amir Hamzeh/E-7311-2016	Haghiabi, Amir Hamzeh/0000-0001-9512-0360			7	7	KOREAN SOCIETY OF CIVIL ENGINEERS-KSCE	SEOUL	3-16 JUNGDAE-RO 25-GIL, SONGPA-GU, SEOUL, 05661, SOUTH KOREA	1226-7988	1976-3808		KSCE J CIV ENG	KSCE J. Civ. Eng.	JUN	2019	23	6					2503	2513		10.1007/s12205-019-1327-0			11	Engineering, Civil	Engineering	HY6JW	WOS:000468237600012					2019-11-15	
